"Date","Price","Open","High","Low","Vol.","Change %"
"08/08/2014","194.20","192.42","194.33","191.91","3.05M","1.15%"
"08/07/2014","191.99","193.89","194.07","191.52","2.92M","-0.53%"
"08/06/2014","193.01","192.09","193.84","192.04","1.92M","0.04%"
"08/05/2014","192.94","194.07","194.57","192.29","3.35M","-0.98%"
"08/04/2014","194.85","193.85","195.26","193.02","1.69M","0.71%"
"08/01/2014","193.47","193.55","194.71","192.55","12.77M","-0.26%"
"07/31/2014","193.98","196.59","196.76","193.98","4.69M","-2.02%"
"07/30/2014","197.98","198.65","198.90","197.16","2.39M","0.03%"
"07/29/2014","197.92","199.19","199.43","197.92","2.15M","-0.45%"
"07/28/2014","198.81","198.77","199.10","197.62","2.18M","0.04%"
"07/25/2014","198.74","199.13","199.26","198.33","2.49M","-0.44%"
"07/24/2014","199.62","199.87","200.08","199.49","1.93M","-0.01%"
"07/23/2014","199.63","199.49","199.86","199.14","2.80M","0.20%"
"07/22/2014","199.24","199.05","199.56","198.88","1.93M","0.47%"
"07/21/2014","198.30","198.11","198.51","197.44","2.71M","-0.19%"
"07/18/2014","198.67","197.33","198.92","197.24","2.57M","0.99%"
"07/17/2014","196.73","198.39","199.11","196.43","4.09M","-1.15%"
"07/16/2014","199.02","199.10","199.25","198.43","11.22M","0.40%"
"07/15/2014","198.22","198.74","199.12","197.37","3.30M","-0.18%"
"07/14/2014","198.58","198.64","198.87","198.45","1.75M","0.48%"
"07/11/2014","197.63","197.24","197.74","196.79","3.06M","0.17%"
"07/10/2014","197.29","196.24","197.87","196.07","2.99M","-0.45%"
"07/09/2014","198.18","197.74","198.29","197.33","4.94M","0.45%"
"07/08/2014","197.30","198.13","198.22","196.76","5.37M","-0.64%"
"07/07/2014","198.58","198.85","198.99","198.24","2.89M","-0.33%"
"07/03/2014","199.24","198.80","199.30","198.65","1.37M","0.51%"
"07/02/2014","198.22","198.02","198.46","197.95","2.62M","0.10%"
"07/01/2014","198.03","197.21","198.63","197.14","13.01M","0.66%"
"06/30/2014","196.73","196.74","197.16","196.53","2.17M","-0.13%"
"06/27/2014","196.99","195.94","196.99","195.88","4.13M","0.31%"
"06/26/2014","196.39","196.60","196.63","195.12","1.49M","-0.07%"
"06/25/2014","196.53","195.26","196.76","195.25","4.68M","0.41%"
"06/24/2014","195.73","196.55","197.50","195.47","3.06M","-1.06%"
"06/23/2014","197.83","197.89","197.96","197.43","2.17M","0.02%"
"06/20/2014","197.79","197.94","197.98","197.62","3.89M","0.19%"
"06/19/2014","197.42","197.42","197.57","196.76","1.95M","0.08%"
"06/18/2014","197.26","195.79","197.33","195.35","3.82M","0.78%"
"06/17/2014","195.73","194.95","195.92","194.77","1.71M","0.24%"
"06/16/2014","195.27","194.85","195.65","194.60","1.35M","0.09%"
"06/13/2014","195.09","194.86","195.25","194.24","2.80M","0.32%"
"06/12/2014","194.46","195.62","195.77","194.05","3.71M","-0.74%"
"06/11/2014","195.90","195.83","196.07","195.44","1.77M","-0.32%"
"06/10/2014","196.53","196.30","196.60","195.88","2.55M","-0.02%"
"06/09/2014","196.57","196.32","197.03","196.14","3.01M","0.11%"
"06/06/2014","196.35","195.83","196.38","195.74","1.98M","0.51%"
"06/05/2014","195.36","194.34","195.59","193.66","2.68M","0.66%"
"06/04/2014","194.07","193.39","194.23","193.21","2.30M","0.18%"
"06/03/2014","193.72","193.36","193.83","193.20","1.52M","-0.06%"
"06/02/2014","193.84","193.89","193.92","192.90","2.18M","0.12%"
"05/30/2014","193.60","193.13","193.73","192.96","3.19M","0.17%"
"05/29/2014","193.27","192.76","193.31","192.26","2.29M","0.50%"
"05/28/2014","192.30","192.46","192.75","192.00","2.44M","-0.09%"
"05/27/2014","192.47","192.00","192.50","191.87","3.15M","0.62%"
"05/23/2014","191.29","190.67","191.39","190.57","2.41M","0.43%"
"05/22/2014","190.48","190.06","190.88","189.76","4.70M","0.25%"
"05/21/2014","190.00","188.99","190.11","188.94","1.95M","0.84%"
"05/20/2014","188.42","189.53","189.56","187.93","12.26M","-0.63%"
"05/19/2014","189.61","188.57","189.80","188.40","1.89M","0.33%"
"05/16/2014","188.98","188.38","189.00","187.61","2.20M","0.37%"
"05/15/2014","188.29","189.59","189.62","187.35","3.46M","-0.86%"
"05/14/2014","189.93","190.72","190.75","189.69","1.99M","-0.50%"
"05/13/2014","190.88","190.93","191.33","190.67","2.92M","0.14%"
"05/12/2014","190.62","189.66","190.77","189.66","2.91M","0.88%"
"05/09/2014","188.95","188.58","188.95","187.72","2.45M","0.18%"
"05/08/2014","188.61","188.56","189.92","187.98","2.44M","-0.06%"
"05/07/2014","188.73","188.31","188.85","186.89","3.64M","0.55%"
"05/06/2014","187.70","188.90","189.02","187.62","1.53M","-0.87%"
"05/05/2014","189.34","188.02","189.43","187.52","2.45M","0.18%"
"05/02/2014","189.00","189.18","190.02","188.68","2.12M","-0.08%"
"05/01/2014","189.16","189.12","189.73","188.62","1.97M","-0.06%"
"04/30/2014","189.28","188.32","189.38","188.07","2.21M","0.36%"
"04/29/2014","188.61","188.33","188.91","187.95","1.99M","0.43%"
"04/28/2014","187.81","187.94","188.55","185.83","3.28M","0.33%"
"04/25/2014","187.19","188.10","188.19","186.75","2.21M","-0.83%"
"04/24/2014","188.76","189.28","189.29","187.81","2.08M","0.21%"
"04/23/2014","188.36","188.70","188.79","188.19","1.98M","-0.21%"
"04/22/2014","188.75","188.11","189.29","188.03","3.10M","0.42%"
"04/21/2014","187.96","187.32","187.97","187.10","2.42M","0.36%"
"04/17/2014","187.28","186.77","187.76","186.45","2.24M","0.16%"
"04/16/2014","186.99","186.32","187.01","185.53","1.91M","1.02%"
"04/15/2014","185.11","184.15","185.18","182.36","3.87M","0.72%"
"04/14/2014","183.78","183.78","184.22","182.30","4.06M","0.78%"
"04/11/2014","182.35","183.00","184.27","182.16","4.20M","-0.89%"
"04/10/2014","183.98","187.97","188.04","183.80","5.83M","-2.13%"
"04/09/2014","187.98","186.45","188.02","185.95","3.02M","1.07%"
"04/08/2014","185.99","185.11","186.26","184.47","3.67M","0.45%"
"04/07/2014","185.16","186.79","187.14","184.83","5.49M","-1.14%"
"04/04/2014","187.30","190.52","190.59","186.98","3.83M","-1.19%"
"04/03/2014","189.55","190.14","190.15","188.94","2.46M","-0.09%"
"04/02/2014","189.73","189.39","190.00","189.02","4.15M","0.32%"
"04/01/2014","189.12","188.48","189.24","188.33","2.96M","0.66%"
"03/31/2014","187.88","187.49","188.17","187.33","6.10M","0.85%"
"03/28/2014","186.30","186.01","187.29","185.87","3.67M","0.42%"
"03/27/2014","185.52","185.61","186.19","184.77","4.26M","-0.17%"
"03/26/2014","185.84","187.90","188.19","185.82","5.02M","-0.74%"
"03/25/2014","187.23","187.22","187.80","186.14","3.74M","0.05%"
"03/24/2014","187.14","188.52","188.76","186.31","5.13M","-0.42%"
"03/21/2014","187.93","189.42","189.87","187.74","4.02M","-0.38%"
"03/20/2014","188.64","187.11","188.76","186.79","3.45M","0.59%"
"03/19/2014","187.54","188.55","188.82","186.36","6.05M","-0.55%"
"03/18/2014","188.58","187.58","188.79","187.37","3.21M","0.74%"
"03/17/2014","187.20","186.42","187.63","186.38","3.43M","0.91%"
"03/14/2014","185.51","185.64","186.63","185.30","4.71M","-0.27%"
"03/13/2014","186.01","188.72","188.85","185.53","4.92M","-1.13%"
"03/12/2014","188.14","187.19","188.21","186.76","2.45M","0.01%"
"03/11/2014","188.12","189.33","189.59","187.67","3.92M","-0.50%"
"03/10/2014","189.06","188.81","189.10","187.95","1.92M","-0.04%"
"03/07/2014","189.14","189.77","189.84","188.32","5.06M","0.06%"
"03/06/2014","189.02","189.10","189.49","188.78","4.92M","0.29%"
"03/05/2014","188.48","188.62","188.93","188.34","5.40M","-0.04%"
"03/04/2014","188.56","187.63","188.87","187.63","22.52M","1.46%"
"03/03/2014","185.84","185.51","186.30","184.60","6.21M","-0.66%"
"02/28/2014","187.08","186.67","188.02","185.92","5.78M","0.21%"
"02/27/2014","186.68","185.44","186.71","185.23","2.39M","0.53%"
"02/26/2014","185.70","185.99","186.44","185.19","4.23M","0.00%"
"02/25/2014","185.70","185.89","186.44","185.10","3.52M","0.05%"
"02/24/2014","185.61","185.15","187.00","185.06","3.10M","0.42%"
"02/21/2014","184.83","185.34","185.74","184.65","2.57M","-0.05%"
"02/20/2014","184.93","184.10","185.38","183.46","3.15M","0.57%"
"02/19/2014","183.89","184.61","185.81","183.71","3.10M","-0.66%"
"02/18/2014","185.12","185.02","185.34","184.51","3.01M","0.15%"
"02/14/2014","184.84","183.68","185.20","183.52","3.44M","0.53%"
"02/13/2014","183.86","181.66","184.03","181.66","5.10M","0.49%"
"02/12/2014","182.97","183.06","183.65","182.54","5.40M","0.08%"
"02/11/2014","182.82","181.00","183.26","180.88","4.63M","1.11%"
"02/10/2014","180.82","180.50","180.87","180.02","4.26M","0.14%"
"02/07/2014","180.57","179.12","180.67","178.54","6.37M","1.30%"
"02/06/2014","178.25","176.37","178.27","176.37","5.25M","1.34%"
"02/05/2014","175.90","175.55","176.35","174.48","4.71M","-0.13%"
"02/04/2014","176.13","175.72","176.62","175.11","5.73M","0.69%"
"02/03/2014","174.93","178.72","179.15","174.60","38.75M","-2.23%"
"01/31/2014","178.92","177.82","180.09","177.73","6.17M","-0.63%"
"01/30/2014","180.05","179.63","180.60","179.06","3.79M","1.07%"
"01/29/2014","178.14","178.40","179.34","177.66","7.94M","-0.96%"
"01/28/2014","179.87","178.95","180.08","178.91","4.91M","0.64%"
"01/27/2014","178.72","179.88","180.31","177.92","8.58M","-0.52%"
"01/24/2014","179.65","182.40","182.47","179.65","12.24M","-2.16%"
"01/23/2014","183.62","184.22","184.22","182.64","4.30M","-0.82%"
"01/22/2014","185.14","185.35","185.39","184.74","4.46M","0.07%"
"01/21/2014","185.01","185.53","185.60","183.88","3.28M","0.28%"
"01/17/2014","184.50","184.95","185.28","184.15","3.66M","-0.38%"
"01/16/2014","185.21","185.14","185.32","184.66","6.71M","-0.17%"
"01/15/2014","185.53","184.91","185.77","184.84","3.37M","0.57%"
"01/14/2014","184.48","183.09","184.60","182.77","5.43M","1.07%"
"01/13/2014","182.53","184.51","185.01","182.17","4.85M","-1.32%"
"01/10/2014","184.98","184.80","185.05","183.84","3.34M","0.26%"
"01/09/2014","184.50","184.95","184.96","183.63","3.41M","0.05%"
"01/08/2014","184.41","184.28","184.65","183.72","6.40M","0.05%"
"01/07/2014","184.31","183.94","184.61","183.79","2.63M","0.62%"
"01/06/2014","183.18","184.29","184.38","182.90","3.46M","-0.27%"
"01/03/2014","183.68","184.05","184.43","183.45","5.83M","-0.04%"
"01/02/2014","183.76","184.79","184.89","183.31","6.73M","-0.88%"
"12/31/2013","185.40","184.96","185.49","184.77","4.57M","0.42%"
"12/30/2013","184.63","184.70","184.83","184.41","3.62M","-0.05%"
"12/27/2013","184.72","185.00","185.04","184.49","3.77M","-0.02%"
"12/26/2013","184.76","184.19","184.79","184.16","4.89M","0.48%"
"12/24/2013","183.87","183.39","183.87","183.34","3.53M","0.29%"
"12/23/2013","183.34","183.30","183.48","182.89","7.16M","0.03%"
"12/20/2013","183.28","182.42","183.77","182.41","6.39M","0.53%"
"12/19/2013","182.31","181.96","182.47","181.49","3.69M","-0.06%"
"12/18/2013","182.42","179.69","182.50","177.98","7.92M","1.73%"
"12/17/2013","179.31","180.11","180.16","178.99","3.57M","-0.34%"
"12/16/2013","179.92","179.72","180.56","179.67","3.67M","0.60%"
"12/13/2013","178.85","179.25","179.40","178.54","2.53M","-0.04%"
"12/12/2013","178.92","179.38","179.60","178.51","3.90M","-0.31%"
"12/11/2013","179.47","181.57","181.63","179.26","4.39M","-1.16%"
"12/10/2013","181.58","181.77","182.13","181.41","2.57M","-0.31%"
"12/09/2013","182.14","182.25","182.44","181.94","4.58M","0.22%"
"12/06/2013","181.74","181.44","181.88","180.92","5.08M","1.11%"
"12/05/2013","179.74","180.15","180.48","179.54","3.86M","-0.38%"
"12/04/2013","180.42","179.84","181.23","179.09","2.68M","-0.12%"
"12/03/2013","180.63","180.73","181.14","179.93","3.90M","-0.38%"
"12/02/2013","181.32","181.86","182.18","181.01","2.58M","-0.21%"
"11/29/2013","181.71","182.07","182.52","181.57","1.81M","-0.10%"
"11/27/2013","181.89","181.65","182.00","181.42","3.37M","0.25%"
"11/26/2013","181.44","181.50","181.98","181.16","1.92M","0.02%"
"11/25/2013","181.41","181.89","181.92","181.14","2.69M","-0.10%"
"11/22/2013","181.59","180.74","181.59","180.53","2.62M","0.52%"
"11/21/2013","180.65","179.77","180.80","179.61","1.76M","0.78%"
"11/20/2013","179.26","180.14","180.66","178.74","3.83M","-0.32%"
"11/19/2013","179.83","180.08","180.62","179.48","1.80M","-0.24%"
"11/18/2013","180.27","181.12","181.25","179.78","2.58M","-0.33%"
"11/15/2013","180.87","180.32","180.87","180.10","1.65M","0.43%"
"11/14/2013","180.10","179.29","180.17","179.00","2.54M","0.60%"
"11/13/2013","179.03","176.83","179.14","176.83","2.46M","0.77%"
"11/12/2013","177.66","177.72","178.10","177.11","2.27M","-0.22%"
"11/11/2013","178.06","177.89","178.27","177.66","1.84M","0.00%"
"11/08/2013","178.06","175.65","178.06","175.59","4.74M","1.36%"
"11/07/2013","175.67","178.26","178.39","175.50","8.24M","-1.26%"
"11/06/2013","177.92","177.80","178.24","177.28","2.54M","0.48%"
"11/05/2013","177.07","176.88","177.49","176.30","2.76M","-0.28%"
"11/04/2013","177.57","177.45","177.63","176.88","2.89M","0.34%"
"11/01/2013","176.97","176.78","177.34","175.98","22.66M","0.29%"
"10/31/2013","176.45","176.92","177.62","176.26","5.44M","-0.38%"
"10/30/2013","177.13","178.15","178.25","176.39","6.92M","-0.49%"
"10/29/2013","178.00","177.34","178.00","177.13","2.85M","0.59%"
"10/28/2013","176.95","176.62","177.22","176.44","3.06M","0.11%"
"10/25/2013","176.75","176.23","176.75","175.91","2.54M","0.45%"
"10/24/2013","175.96","175.59","176.10","175.24","2.00M","0.33%"
"10/23/2013","175.38","175.55","175.61","174.70","4.42M","-0.39%"
"10/22/2013","176.06","175.64","176.65","175.40","4.47M","0.54%"
"10/21/2013","175.12","175.17","175.47","174.73","3.65M","0.02%"
"10/18/2013","175.09","174.59","175.23","174.23","3.02M","0.68%"
"10/17/2013","173.91","172.06","174.01","172.05","3.92M","0.64%"
"10/16/2013","172.80","171.42","172.86","171.35","3.49M","1.44%"
"10/15/2013","170.35","171.20","171.83","170.18","4.57M","-0.80%"
"10/14/2013","171.73","169.96","171.78","169.76","3.84M","0.44%"
"10/11/2013","170.97","169.62","171.02","169.48","3.22M","0.62%"
"10/10/2013","169.91","167.97","169.94","167.92","5.11M","2.20%"
"10/09/2013","166.26","166.48","166.88","165.21","8.63M","0.04%"
"10/08/2013","166.19","168.10","168.29","166.04","6.61M","-1.14%"
"10/07/2013","168.11","168.11","169.14","167.94","3.17M","-0.86%"
"10/04/2013","169.56","168.40","169.74","168.23","3.41M","0.74%"
"10/03/2013","168.32","169.47","169.62","167.53","8.53M","-0.86%"
"10/02/2013","169.78","169.02","169.90","168.53","7.75M","-0.15%"
"10/01/2013","170.04","168.82","170.19","168.70","6.66M","0.81%"
"09/30/2013","168.67","168.14","169.24","167.83","7.16M","-0.56%"
"09/27/2013","169.62","169.52","169.82","169.16","2.74M","-0.43%"
"09/26/2013","170.35","170.02","170.86","169.75","3.55M","0.31%"
"09/25/2013","169.82","170.34","170.61","169.59","8.47M","-0.29%"
"09/24/2013","170.31","170.59","171.23","169.91","4.17M","-0.70%"
"09/23/2013","171.51","172.03","172.16","170.93","5.20M","-0.42%"
"09/20/2013","172.23","173.86","173.87","172.13","3.69M","-0.75%"
"09/19/2013","173.54","174.24","174.31","173.29","3.82M","-0.13%"
"09/18/2013","173.77","171.70","174.23","171.28","5.22M","1.18%"
"09/17/2013","171.75","171.16","171.79","171.16","4.17M","0.40%"
"09/16/2013","171.07","171.85","171.92","170.73","3.64M","0.66%"
"09/13/2013","169.95","169.82","170.13","169.42","4.21M","0.14%"
"09/12/2013","169.71","170.02","170.23","169.41","5.81M","-0.21%"
"09/11/2013","170.06","169.31","170.08","169.01","3.36M","0.34%"
"09/10/2013","169.49","169.29","169.57","168.93","3.26M","0.70%"
"09/09/2013","168.32","167.12","168.38","167.09","3.05M","1.00%"
"09/06/2013","166.66","167.16","167.62","165.12","3.80M","0.08%"
"09/05/2013","166.53","166.50","167.03","166.38","3.31M","0.10%"
"09/04/2013","166.36","165.06","166.66","164.77","3.51M","0.83%"
"09/03/2013","164.99","165.85","166.21","164.33","2.97M","0.50%"
"08/30/2013","164.17","165.15","165.15","163.80","3.99M","-0.39%"
"08/29/2013","164.81","164.14","165.66","164.04","3.70M","0.18%"
"08/28/2013","164.52","163.90","165.11","163.68","5.62M","0.34%"
"08/27/2013","163.97","165.00","165.61","163.84","5.22M","-1.61%"
"08/26/2013","166.65","167.46","167.96","166.57","2.10M","-0.39%"
"08/23/2013","167.31","167.18","167.48","166.42","3.31M","0.38%"
"08/22/2013","166.68","165.52","168.36","165.52","4.99M","0.91%"
"08/21/2013","165.18","165.75","166.66","164.83","5.58M","-0.62%"
"08/20/2013","166.21","165.67","166.82","165.50","5.84M","0.48%"
"08/19/2013","165.42","166.30","166.84","165.41","3.64M","-0.64%"
"08/16/2013","166.49","166.70","167.27","166.14","4.17M","-0.31%"
"08/15/2013","167.00","168.03","168.03","166.73","3.41M","-1.44%"
"08/14/2013","169.44","170.17","170.45","169.36","2.85M","-0.53%"
"08/13/2013","170.35","170.05","170.57","169.07","2.05M","0.36%"
"08/12/2013","169.74","169.12","169.98","169.05","2.22M","-0.15%"
"08/09/2013","170.00","170.25","170.76","169.40","2.87M","-0.28%"
"08/08/2013","170.47","170.68","170.84","169.60","3.01M","0.35%"
"08/07/2013","169.88","169.88","170.10","169.21","3.26M","-0.39%"
"08/06/2013","170.55","171.07","171.19","170.04","2.48M","-0.52%"
"08/05/2013","171.45","171.26","171.63","171.03","1.77M","-0.10%"
"08/02/2013","171.62","170.96","171.64","170.74","3.54M","0.18%"
"08/01/2013","171.32","170.65","171.48","170.58","3.64M","1.18%"
"07/31/2013","169.32","169.63","170.52","169.17","5.48M","0.04%"
"07/30/2013","169.26","169.79","169.95","168.86","3.49M","-0.02%"
"07/29/2013","169.29","169.37","169.73","168.78","3.50M","-0.29%"
"07/26/2013","169.79","168.89","169.84","168.18","4.55M","0.14%"
"07/25/2013","169.56","168.90","169.74","168.61","5.88M","0.19%"
"07/24/2013","169.24","170.48","170.53","168.86","4.73M","-0.35%"
"07/23/2013","169.84","170.52","170.53","169.73","5.57M","-0.21%"
"07/22/2013","170.19","170.12","170.42","169.70","3.31M","0.16%"
"07/19/2013","169.92","169.20","169.92","168.97","4.17M","0.23%"
"07/18/2013","169.53","168.96","169.94","168.87","4.45M","0.57%"
"07/17/2013","168.57","168.84","169.13","168.40","3.60M","0.21%"
"07/16/2013","168.21","168.93","169.03","167.75","5.12M","-0.42%"
"07/15/2013","168.92","168.62","169.06","168.35","3.32M","0.45%"
"07/12/2013","168.17","168.07","168.52","167.80","3.45M","-0.04%"
"07/11/2013","168.23","167.75","168.26","167.20","4.17M","1.45%"
"07/10/2013","165.83","165.61","166.40","165.27","6.21M","0.04%"
"07/09/2013","165.76","165.60","165.99","164.91","4.51M","0.72%"
"07/08/2013","164.58","164.50","165.03","164.21","4.65M","0.54%"
"07/05/2013","163.69","163.10","163.71","161.92","4.94M","1.11%"
"07/03/2013","161.90","161.08","162.37","160.85","3.21M","0.11%"
"07/02/2013","161.73","161.71","162.91","161.10","6.51M","-0.16%"
"07/01/2013","161.99","161.90","163.10","161.66","20.04M","0.83%"
"06/28/2013","160.66","161.26","162.03","160.49","7.06M","-0.64%"
"06/27/2013","161.69","161.74","162.44","161.58","5.22M","0.58%"
"06/26/2013","160.75","160.50","161.11","159.87","8.95M","0.48%"
"06/25/2013","159.99","159.92","160.57","158.83","5.87M","0.99%"
"06/24/2013","158.42","158.80","159.84","157.13","7.07M","-1.28%"
"06/21/2013","160.48","161.04","161.20","158.90","7.22M","0.31%"
"06/20/2013","159.99","162.47","162.69","159.55","7.58M","-2.54%"
"06/19/2013","164.16","166.20","166.68","163.99","4.71M","-1.31%"
"06/18/2013","166.34","165.13","166.61","165.13","2.92M","0.73%"
"06/17/2013","165.13","164.91","165.83","164.15","5.00M","0.81%"
"06/14/2013","163.80","164.62","165.27","163.51","4.79M","-0.63%"
"06/13/2013","164.84","162.23","165.10","161.90","3.50M","1.51%"
"06/12/2013","162.38","164.84","164.98","162.19","4.59M","-0.84%"
"06/11/2013","163.75","163.88","165.15","163.36","4.92M","-0.98%"
"06/10/2013","165.37","165.91","166.00","164.96","3.08M","-0.01%"
